int,binary,isPrime
19077,00100101010000101,0
19078,00100101010000110,0
19079,00100101010000111,1
19080,00100101010001000,0
19081,00100101010001001,1
19082,00100101010001010,0
19083,00100101010001011,0
19084,00100101010001100,0
19085,00100101010001101,0
19086,00100101010001110,0
19087,00100101010001111,1
19088,00100101010010000,0
19089,00100101010010001,0
19090,00100101010010010,0
19091,00100101010010011,0
19092,00100101010010100,0
19093,00100101010010101,0
19094,00100101010010110,0
19095,00100101010010111,0
19096,00100101010011000,0
19097,00100101010011001,0
19098,00100101010011010,0
19099,00100101010011011,0
19100,00100101010011100,0
19101,00100101010011101,0
19102,00100101010011110,0
19103,00100101010011111,0
19104,00100101010100000,0
19105,00100101010100001,0
19106,00100101010100010,0
19107,00100101010100011,0
19108,00100101010100100,0
19109,00100101010100101,0
19110,00100101010100110,0
19111,00100101010100111,0
19112,00100101010101000,0
19113,00100101010101001,0
19114,00100101010101010,0
19115,00100101010101011,0
19116,00100101010101100,0
19117,00100101010101101,0
19118,00100101010101110,0
19119,00100101010101111,0
19120,00100101010110000,0
19121,00100101010110001,1
19122,00100101010110010,0
19123,00100101010110011,0
19124,00100101010110100,0
19125,00100101010110101,0
19126,00100101010110110,0
19127,00100101010110111,0
19128,00100101010111000,0
19129,00100101010111001,0
19130,00100101010111010,0
19131,00100101010111011,0
19132,00100101010111100,0
19133,00100101010111101,0
19134,00100101010111110,0
19135,00100101010111111,0
19136,00100101011000000,0
19137,00100101011000001,0
19138,00100101011000010,0
19139,00100101011000011,1
19140,00100101011000100,0
19141,00100101011000101,1
19142,00100101011000110,0
19143,00100101011000111,0
19144,00100101011001000,0
19145,00100101011001001,0
19146,00100101011001010,0
19147,00100101011001011,0
19148,00100101011001100,0
19149,00100101011001101,0
19150,00100101011001110,0
19151,00100101011001111,0
19152,00100101011010000,0
19153,00100101011010001,0
19154,00100101011010010,0
19155,00100101011010011,0
19156,00100101011010100,0
19157,00100101011010101,1
19158,00100101011010110,0
19159,00100101011010111,0
19160,00100101011011000,0
19161,00100101011011001,0
19162,00100101011011010,0
19163,00100101011011011,1
19164,00100101011011100,0
19165,00100101011011101,0
19166,00100101011011110,0
19167,00100101011011111,0
19168,00100101011100000,0
19169,00100101011100001,0
19170,00100101011100010,0
19171,00100101011100011,0
19172,00100101011100100,0
19173,00100101011100101,0
19174,00100101011100110,0
19175,00100101011100111,0
19176,00100101011101000,0
19177,00100101011101001,0
19178,00100101011101010,0
19179,00100101011101011,0
19180,00100101011101100,0
19181,00100101011101101,1
19182,00100101011101110,0
19183,00100101011101111,1
19184,00100101011110000,0
19185,00100101011110001,0
19186,00100101011110010,0
19187,00100101011110011,0
19188,00100101011110100,0
19189,00100101011110101,0
19190,00100101011110110,0
19191,00100101011110111,0
19192,00100101011111000,0
19193,00100101011111001,0
19194,00100101011111010,0
19195,00100101011111011,0
19196,00100101011111100,0
19197,00100101011111101,0
19198,00100101011111110,0
19199,00100101011111111,0
19200,00100101100000000,0
19201,00100101100000001,0
19202,00100101100000010,0
19203,00100101100000011,0
19204,00100101100000100,0
19205,00100101100000101,0
19206,00100101100000110,0
19207,00100101100000111,1
19208,00100101100001000,0
19209,00100101100001001,0
19210,00100101100001010,0
19211,00100101100001011,1
19212,00100101100001100,0
19213,00100101100001101,1
19214,00100101100001110,0
19215,00100101100001111,0
19216,00100101100010000,0
19217,00100101100010001,0
19218,00100101100010010,0
19219,00100101100010011,1
19220,00100101100010100,0
19221,00100101100010101,0
19222,00100101100010110,0
19223,00100101100010111,0
19224,00100101100011000,0
19225,00100101100011001,0
19226,00100101100011010,0
19227,00100101100011011,0
19228,00100101100011100,0
19229,00100101100011101,0
19230,00100101100011110,0
19231,00100101100011111,1
19232,00100101100100000,0
19233,00100101100100001,0
19234,00100101100100010,0
19235,00100101100100011,0
19236,00100101100100100,0
19237,00100101100100101,1
19238,00100101100100110,0
19239,00100101100100111,0
19240,00100101100101000,0
19241,00100101100101001,0
19242,00100101100101010,0
19243,00100101100101011,0
19244,00100101100101100,0
19245,00100101100101101,0
19246,00100101100101110,0
19247,00100101100101111,0
19248,00100101100110000,0
19249,00100101100110001,1
19250,00100101100110010,0
19251,00100101100110011,0
19252,00100101100110100,0
19253,00100101100110101,0
19254,00100101100110110,0
19255,00100101100110111,0
19256,00100101100111000,0
19257,00100101100111001,0
19258,00100101100111010,0
19259,00100101100111011,1
19260,00100101100111100,0
19261,00100101100111101,0
19262,00100101100111110,0
19263,00100101100111111,0
19264,00100101101000000,0
19265,00100101101000001,0
19266,00100101101000010,0
19267,00100101101000011,1
19268,00100101101000100,0
19269,00100101101000101,0
19270,00100101101000110,0
19271,00100101101000111,0
19272,00100101101001000,0
19273,00100101101001001,1
19274,00100101101001010,0
19275,00100101101001011,0
19276,00100101101001100,0
19277,00100101101001101,0
19278,00100101101001110,0
19279,00100101101001111,0
19280,00100101101010000,0
19281,00100101101010001,0
19282,00100101101010010,0
19283,00100101101010011,0
19284,00100101101010100,0
19285,00100101101010101,0
19286,00100101101010110,0
19287,00100101101010111,0
19288,00100101101011000,0
19289,00100101101011001,1
19290,00100101101011010,0
19291,00100101101011011,0
19292,00100101101011100,0
19293,00100101101011101,0
19294,00100101101011110,0
19295,00100101101011111,0
19296,00100101101100000,0
19297,00100101101100001,0
19298,00100101101100010,0
19299,00100101101100011,0
19300,00100101101100100,0
19301,00100101101100101,1
19302,00100101101100110,0
19303,00100101101100111,0
19304,00100101101101000,0
19305,00100101101101001,0
19306,00100101101101010,0
19307,00100101101101011,0
19308,00100101101101100,0
19309,00100101101101101,1
19310,00100101101101110,0
19311,00100101101101111,0
19312,00100101101110000,0
19313,00100101101110001,0
19314,00100101101110010,0
19315,00100101101110011,0
19316,00100101101110100,0
19317,00100101101110101,0
19318,00100101101110110,0
19319,00100101101110111,1
19320,00100101101111000,0
19321,00100101101111001,0
19322,00100101101111010,0
19323,00100101101111011,0
19324,00100101101111100,0
19325,00100101101111101,0
19326,00100101101111110,0
19327,00100101101111111,0
19328,00100101110000000,0
19329,00100101110000001,0
19330,00100101110000010,0
19331,00100101110000011,0
19332,00100101110000100,0
19333,00100101110000101,1
19334,00100101110000110,0
19335,00100101110000111,0
19336,00100101110001000,0
19337,00100101110001001,0
19338,00100101110001010,0
19339,00100101110001011,0
19340,00100101110001100,0
19341,00100101110001101,0
19342,00100101110001110,0
19343,00100101110001111,0
19344,00100101110010000,0
19345,00100101110010001,0
19346,00100101110010010,0
19347,00100101110010011,0
19348,00100101110010100,0
19349,00100101110010101,0
19350,00100101110010110,0
19351,00100101110010111,0
19352,00100101110011000,0
19353,00100101110011001,0
19354,00100101110011010,0
19355,00100101110011011,0
19356,00100101110011100,0
19357,00100101110011101,0
19358,00100101110011110,0
19359,00100101110011111,0
19360,00100101110100000,0
19361,00100101110100001,0
19362,00100101110100010,0
19363,00100101110100011,0
19364,00100101110100100,0
19365,00100101110100101,0
19366,00100101110100110,0
19367,00100101110100111,0
19368,00100101110101000,0
19369,00100101110101001,0
19370,00100101110101010,0
19371,00100101110101011,0
19372,00100101110101100,0
19373,00100101110101101,1
19374,00100101110101110,0
19375,00100101110101111,0
19376,00100101110110000,0
19377,00100101110110001,0
19378,00100101110110010,0
19379,00100101110110011,1
19380,00100101110110100,0
19381,00100101110110101,1
19382,00100101110110110,0
19383,00100101110110111,0
19384,00100101110111000,0
19385,00100101110111001,0
19386,00100101110111010,0
19387,00100101110111011,1
19388,00100101110111100,0
19389,00100101110111101,0
19390,00100101110111110,0
19391,00100101110111111,1
19392,00100101111000000,0
19393,00100101111000001,0
19394,00100101111000010,0
19395,00100101111000011,0
19396,00100101111000100,0
19397,00100101111000101,0
19398,00100101111000110,0
19399,00100101111000111,0
19400,00100101111001000,0
19401,00100101111001001,0
19402,00100101111001010,0
19403,00100101111001011,1
19404,00100101111001100,0
19405,00100101111001101,0
19406,00100101111001110,0
19407,00100101111001111,0
19408,00100101111010000,0
19409,00100101111010001,0
19410,00100101111010010,0
19411,00100101111010011,0
19412,00100101111010100,0
19413,00100101111010101,0
19414,00100101111010110,0
19415,00100101111010111,0
19416,00100101111011000,0
19417,00100101111011001,1
19418,00100101111011010,0
19419,00100101111011011,0
19420,00100101111011100,0
19421,00100101111011101,1
19422,00100101111011110,0
19423,00100101111011111,1
19424,00100101111100000,0
19425,00100101111100001,0
19426,00100101111100010,0
19427,00100101111100011,1
19428,00100101111100100,0
19429,00100101111100101,1
19430,00100101111100110,0
19431,00100101111100111,0
19432,00100101111101000,0
19433,00100101111101001,1
19434,00100101111101010,0
19435,00100101111101011,0
19436,00100101111101100,0
19437,00100101111101101,0
19438,00100101111101110,0
19439,00100101111101111,0
19440,00100101111110000,0
19441,00100101111110001,1
19442,00100101111110010,0
19443,00100101111110011,0
19444,00100101111110100,0
19445,00100101111110101,0
19446,00100101111110110,0
19447,00100101111110111,1
19448,00100101111111000,0
19449,00100101111111001,0
19450,00100101111111010,0
19451,00100101111111011,0
19452,00100101111111100,0
19453,00100101111111101,0
19454,00100101111111110,0
19455,00100101111111111,0
19456,00100110000000000,0
19457,00100110000000001,1
19458,00100110000000010,0
19459,00100110000000011,0
19460,00100110000000100,0
19461,00100110000000101,0
19462,00100110000000110,0
19463,00100110000000111,1
19464,00100110000001000,0
19465,00100110000001001,0
19466,00100110000001010,0
19467,00100110000001011,0
19468,00100110000001100,0
19469,00100110000001101,1
19470,00100110000001110,0
19471,00100110000001111,1
19472,00100110000010000,0
19473,00100110000010001,0
19474,00100110000010010,0
19475,00100110000010011,0
19476,00100110000010100,0
19477,00100110000010101,1
19478,00100110000010110,0
19479,00100110000010111,0
19480,00100110000011000,0
19481,00100110000011001,0
19482,00100110000011010,0
19483,00100110000011011,1
19484,00100110000011100,0
19485,00100110000011101,0
19486,00100110000011110,0
19487,00100110000011111,0
19488,00100110000100000,0
19489,00100110000100001,1
19490,00100110000100010,0
19491,00100110000100011,0
19492,00100110000100100,0
19493,00100110000100101,0
19494,00100110000100110,0
19495,00100110000100111,0
19496,00100110000101000,0
19497,00100110000101001,0
19498,00100110000101010,0
19499,00100110000101011,0
19500,00100110000101100,0
19501,00100110000101101,1
19502,00100110000101110,0
19503,00100110000101111,0
19504,00100110000110000,0
19505,00100110000110001,0
19506,00100110000110010,0
19507,00100110000110011,1
19508,00100110000110100,0
19509,00100110000110101,0
19510,00100110000110110,0
19511,00100110000110111,0
19512,00100110000111000,0
19513,00100110000111001,0
19514,00100110000111010,0
19515,00100110000111011,0
19516,00100110000111100,0
19517,00100110000111101,0
19518,00100110000111110,0
19519,00100110000111111,0
19520,00100110001000000,0
19521,00100110001000001,0
19522,00100110001000010,0
19523,00100110001000011,0
19524,00100110001000100,0
19525,00100110001000101,0
19526,00100110001000110,0
19527,00100110001000111,0
19528,00100110001001000,0
19529,00100110001001001,0
19530,00100110001001010,0
19531,00100110001001011,1
19532,00100110001001100,0
19533,00100110001001101,0
19534,00100110001001110,0
19535,00100110001001111,0
19536,00100110001010000,0
19537,00100110001010001,0
19538,00100110001010010,0
19539,00100110001010011,0
19540,00100110001010100,0
19541,00100110001010101,1
19542,00100110001010110,0
19543,00100110001010111,1
19544,00100110001011000,0
19545,00100110001011001,0
19546,00100110001011010,0
19547,00100110001011011,0
19548,00100110001011100,0
19549,00100110001011101,0
19550,00100110001011110,0
19551,00100110001011111,0
19552,00100110001100000,0
19553,00100110001100001,1
19554,00100110001100010,0
19555,00100110001100011,0
19556,00100110001100100,0
19557,00100110001100101,0
19558,00100110001100110,0
19559,00100110001100111,1
19560,00100110001101000,0
19561,00100110001101001,0
19562,00100110001101010,0
19563,00100110001101011,0
19564,00100110001101100,0
19565,00100110001101101,0
19566,00100110001101110,0
19567,00100110001101111,0
19568,00100110001110000,0
19569,00100110001110001,0
19570,00100110001110010,0
19571,00100110001110011,1
19572,00100110001110100,0
19573,00100110001110101,0
19574,00100110001110110,0
19575,00100110001110111,0
19576,00100110001111000,0
19577,00100110001111001,1
19578,00100110001111010,0
19579,00100110001111011,0
19580,00100110001111100,0
19581,00100110001111101,0
19582,00100110001111110,0
19583,00100110001111111,1
19584,00100110010000000,0
19585,00100110010000001,0
19586,00100110010000010,0
19587,00100110010000011,0
19588,00100110010000100,0
19589,00100110010000101,0
19590,00100110010000110,0
19591,00100110010000111,0
19592,00100110010001000,0
19593,00100110010001001,0
19594,00100110010001010,0
19595,00100110010001011,0
19596,00100110010001100,0
19597,00100110010001101,1
19598,00100110010001110,0
19599,00100110010001111,0
19600,00100110010010000,0
19601,00100110010010001,0
19602,00100110010010010,0
19603,00100110010010011,1
19604,00100110010010100,0
19605,00100110010010101,0
19606,00100110010010110,0
19607,00100110010010111,0
19608,00100110010011000,0
19609,00100110010011001,1
19610,00100110010011010,0
19611,00100110010011011,0
19612,00100110010011100,0
19613,00100110010011101,0
19614,00100110010011110,0
19615,00100110010011111,0
19616,00100110010100000,0
19617,00100110010100001,0
19618,00100110010100010,0
19619,00100110010100011,0
19620,00100110010100100,0
19621,00100110010100101,0
19622,00100110010100110,0
19623,00100110010100111,0
19624,00100110010101000,0
19625,00100110010101001,0
19626,00100110010101010,0
19627,00100110010101011,0
19628,00100110010101100,0
19629,00100110010101101,0
19630,00100110010101110,0
19631,00100110010101111,0
19632,00100110010110000,0
19633,00100110010110001,0
19634,00100110010110010,0
19635,00100110010110011,0
19636,00100110010110100,0
19637,00100110010110101,0
19638,00100110010110110,0
19639,00100110010110111,0
19640,00100110010111000,0
19641,00100110010111001,0
19642,00100110010111010,0
19643,00100110010111011,0
19644,00100110010111100,0
19645,00100110010111101,0
19646,00100110010111110,0
19647,00100110010111111,0
19648,00100110011000000,0
19649,00100110011000001,0
19650,00100110011000010,0
19651,00100110011000011,0
19652,00100110011000100,0
19653,00100110011000101,0
19654,00100110011000110,0
19655,00100110011000111,0
19656,00100110011001000,0
19657,00100110011001001,0
19658,00100110011001010,0
19659,00100110011001011,0
19660,00100110011001100,0
19661,00100110011001101,1
19662,00100110011001110,0
19663,00100110011001111,0
19664,00100110011010000,0
19665,00100110011010001,0
19666,00100110011010010,0
19667,00100110011010011,0
19668,00100110011010100,0
19669,00100110011010101,0
19670,00100110011010110,0
19671,00100110011010111,0
19672,00100110011011000,0
19673,00100110011011001,0
19674,00100110011011010,0
19675,00100110011011011,0
19676,00100110011011100,0
19677,00100110011011101,0
19678,00100110011011110,0
19679,00100110011011111,0
19680,00100110011100000,0
19681,00100110011100001,1
19682,00100110011100010,0
19683,00100110011100011,0
19684,00100110011100100,0
19685,00100110011100101,0
19686,00100110011100110,0
19687,00100110011100111,1
19688,00100110011101000,0
19689,00100110011101001,0
19690,00100110011101010,0
19691,00100110011101011,0
19692,00100110011101100,0
19693,00100110011101101,0
19694,00100110011101110,0
19695,00100110011101111,0
19696,00100110011110000,0
19697,00100110011110001,1
19698,00100110011110010,0
19699,00100110011110011,1
19700,00100110011110100,0
19701,00100110011110101,0
19702,00100110011110110,0
19703,00100110011110111,0
19704,00100110011111000,0
19705,00100110011111001,0
19706,00100110011111010,0
19707,00100110011111011,0
19708,00100110011111100,0
19709,00100110011111101,1
19710,00100110011111110,0
19711,00100110011111111,0
19712,00100110100000000,0
19713,00100110100000001,0
19714,00100110100000010,0
19715,00100110100000011,0
19716,00100110100000100,0
19717,00100110100000101,1
19718,00100110100000110,0
19719,00100110100000111,0
19720,00100110100001000,0
19721,00100110100001001,0
19722,00100110100001010,0
19723,00100110100001011,0
19724,00100110100001100,0
19725,00100110100001101,0
19726,00100110100001110,0
19727,00100110100001111,1
19728,00100110100010000,0
19729,00100110100010001,0
19730,00100110100010010,0
19731,00100110100010011,0
19732,00100110100010100,0
19733,00100110100010101,0
19734,00100110100010110,0
19735,00100110100010111,0
19736,00100110100011000,0
19737,00100110100011001,0
19738,00100110100011010,0
19739,00100110100011011,1
19740,00100110100011100,0
19741,00100110100011101,0
19742,00100110100011110,0
19743,00100110100011111,0
19744,00100110100100000,0
19745,00100110100100001,0
19746,00100110100100010,0
19747,00100110100100011,0
19748,00100110100100100,0
19749,00100110100100101,0
19750,00100110100100110,0
19751,00100110100100111,1
19752,00100110100101000,0
19753,00100110100101001,1
19754,00100110100101010,0
19755,00100110100101011,0
19756,00100110100101100,0
19757,00100110100101101,0
19758,00100110100101110,0
19759,00100110100101111,1
19760,00100110100110000,0
19761,00100110100110001,0
19762,00100110100110010,0
19763,00100110100110011,1
19764,00100110100110100,0
19765,00100110100110101,0
19766,00100110100110110,0
19767,00100110100110111,0
19768,00100110100111000,0
19769,00100110100111001,0
19770,00100110100111010,0
19771,00100110100111011,0
19772,00100110100111100,0
19773,00100110100111101,0
19774,00100110100111110,0
19775,00100110100111111,0
19776,00100110101000000,0
19777,00100110101000001,1
19778,00100110101000010,0
19779,00100110101000011,0
19780,00100110101000100,0
19781,00100110101000101,0
19782,00100110101000110,0
19783,00100110101000111,0
19784,00100110101001000,0
19785,00100110101001001,0
19786,00100110101001010,0
19787,00100110101001011,0
19788,00100110101001100,0
19789,00100110101001101,0
19790,00100110101001110,0
19791,00100110101001111,0
19792,00100110101010000,0
19793,00100110101010001,1
19794,00100110101010010,0
19795,00100110101010011,0
19796,00100110101010100,0
19797,00100110101010101,0
19798,00100110101010110,0
19799,00100110101010111,0
19800,00100110101011000,0
19801,00100110101011001,1
19802,00100110101011010,0
19803,00100110101011011,0
19804,00100110101011100,0
19805,00100110101011101,0
19806,00100110101011110,0
19807,00100110101011111,0
19808,00100110101100000,0
19809,00100110101100001,0
19810,00100110101100010,0
19811,00100110101100011,0
19812,00100110101100100,0
19813,00100110101100101,1
19814,00100110101100110,0
19815,00100110101100111,0
19816,00100110101101000,0
19817,00100110101101001,0
19818,00100110101101010,0
19819,00100110101101011,1
19820,00100110101101100,0
19821,00100110101101101,0
19822,00100110101101110,0
19823,00100110101101111,0
19824,00100110101110000,0
19825,00100110101110001,0
19826,00100110101110010,0
19827,00100110101110011,0
19828,00100110101110100,0
19829,00100110101110101,0
19830,00100110101110110,0
19831,00100110101110111,0
19832,00100110101111000,0
19833,00100110101111001,0
19834,00100110101111010,0
19835,00100110101111011,0
19836,00100110101111100,0
19837,00100110101111101,0
19838,00100110101111110,0
19839,00100110101111111,0
19840,00100110110000000,0
19841,00100110110000001,1
19842,00100110110000010,0
19843,00100110110000011,1
19844,00100110110000100,0
19845,00100110110000101,0
19846,00100110110000110,0
19847,00100110110000111,0
19848,00100110110001000,0
19849,00100110110001001,0
19850,00100110110001010,0
19851,00100110110001011,0
19852,00100110110001100,0
19853,00100110110001101,1
19854,00100110110001110,0
19855,00100110110001111,0
19856,00100110110010000,0
19857,00100110110010001,0
19858,00100110110010010,0
19859,00100110110010011,0
19860,00100110110010100,0
19861,00100110110010101,1
19862,00100110110010110,0
19863,00100110110010111,0
19864,00100110110011000,0
19865,00100110110011001,0
19866,00100110110011010,0
19867,00100110110011011,1
19868,00100110110011100,0
19869,00100110110011101,0
19870,00100110110011110,0
19871,00100110110011111,0
19872,00100110110100000,0
19873,00100110110100001,0
19874,00100110110100010,0
19875,00100110110100011,0
19876,00100110110100100,0
19877,00100110110100101,0
19878,00100110110100110,0
19879,00100110110100111,0
19880,00100110110101000,0
19881,00100110110101001,0
19882,00100110110101010,0
19883,00100110110101011,0
19884,00100110110101100,0
19885,00100110110101101,0
19886,00100110110101110,0
19887,00100110110101111,0
19888,00100110110110000,0
19889,00100110110110001,1
19890,00100110110110010,0
19891,00100110110110011,1
19892,00100110110110100,0
19893,00100110110110101,0
19894,00100110110110110,0
19895,00100110110110111,0
19896,00100110110111000,0
19897,00100110110111001,0
19898,00100110110111010,0
19899,00100110110111011,0
19900,00100110110111100,0
19901,00100110110111101,0
19902,00100110110111110,0
19903,00100110110111111,0
19904,00100110111000000,0
19905,00100110111000001,0
19906,00100110111000010,0
19907,00100110111000011,0
19908,00100110111000100,0
19909,00100110111000101,0
19910,00100110111000110,0
19911,00100110111000111,0
19912,00100110111001000,0
19913,00100110111001001,1
19914,00100110111001010,0
19915,00100110111001011,0
19916,00100110111001100,0
19917,00100110111001101,0
19918,00100110111001110,0
19919,00100110111001111,1
19920,00100110111010000,0
19921,00100110111010001,0
19922,00100110111010010,0
19923,00100110111010011,0
19924,00100110111010100,0
19925,00100110111010101,0
19926,00100110111010110,0
19927,00100110111010111,1
19928,00100110111011000,0
19929,00100110111011001,0
19930,00100110111011010,0
19931,00100110111011011,0
19932,00100110111011100,0
19933,00100110111011101,0
19934,00100110111011110,0
19935,00100110111011111,0
19936,00100110111100000,0
19937,00100110111100001,1
19938,00100110111100010,0
19939,00100110111100011,0
19940,00100110111100100,0
19941,00100110111100101,0
19942,00100110111100110,0
19943,00100110111100111,0
19944,00100110111101000,0
19945,00100110111101001,0
19946,00100110111101010,0
19947,00100110111101011,0
19948,00100110111101100,0
19949,00100110111101101,1
19950,00100110111101110,0
19951,00100110111101111,0
19952,00100110111110000,0
19953,00100110111110001,0
19954,00100110111110010,0
19955,00100110111110011,0
19956,00100110111110100,0
19957,00100110111110101,0
19958,00100110111110110,0
19959,00100110111110111,0
19960,00100110111111000,0
19961,00100110111111001,1
19962,00100110111111010,0
19963,00100110111111011,1
19964,00100110111111100,0
19965,00100110111111101,0
19966,00100110111111110,0
19967,00100110111111111,0
19968,00100111000000000,0
19969,00100111000000001,0
19970,00100111000000010,0
19971,00100111000000011,0
19972,00100111000000100,0
19973,00100111000000101,1
19974,00100111000000110,0
19975,00100111000000111,0
19976,00100111000001000,0
19977,00100111000001001,0
19978,00100111000001010,0
19979,00100111000001011,1
19980,00100111000001100,0
19981,00100111000001101,0
19982,00100111000001110,0
19983,00100111000001111,0
19984,00100111000010000,0
19985,00100111000010001,0
19986,00100111000010010,0
19987,00100111000010011,0
19988,00100111000010100,0
19989,00100111000010101,0
19990,00100111000010110,0
19991,00100111000010111,1
19992,00100111000011000,0
19993,00100111000011001,1
19994,00100111000011010,0
19995,00100111000011011,0
19996,00100111000011100,0
19997,00100111000011101,1
19998,00100111000011110,0
19999,00100111000011111,0
20000,00100111000100000,0
20001,00100111000100001,0
20002,00100111000100010,0
20003,00100111000100011,0
20004,00100111000100100,0
20005,00100111000100101,0
20006,00100111000100110,0
20007,00100111000100111,0
20008,00100111000101000,0
20009,00100111000101001,0
20010,00100111000101010,0
20011,00100111000101011,1
20012,00100111000101100,0
20013,00100111000101101,0
20014,00100111000101110,0
20015,00100111000101111,0
20016,00100111000110000,0
20017,00100111000110001,0
20018,00100111000110010,0
20019,00100111000110011,0
20020,00100111000110100,0
20021,00100111000110101,1
20022,00100111000110110,0
20023,00100111000110111,1
20024,00100111000111000,0
20025,00100111000111001,0
20026,00100111000111010,0
20027,00100111000111011,0
20028,00100111000111100,0
20029,00100111000111101,1
20030,00100111000111110,0
20031,00100111000111111,0
20032,00100111001000000,0
20033,00100111001000001,0
20034,00100111001000010,0
20035,00100111001000011,0
20036,00100111001000100,0
20037,00100111001000101,0
20038,00100111001000110,0
20039,00100111001000111,0
20040,00100111001001000,0
20041,00100111001001001,0
20042,00100111001001010,0
20043,00100111001001011,0
20044,00100111001001100,0
20045,00100111001001101,0
20046,00100111001001110,0
20047,00100111001001111,1
20048,00100111001010000,0
20049,00100111001010001,0
20050,00100111001010010,0
20051,00100111001010011,1
20052,00100111001010100,0
20053,00100111001010101,0
20054,00100111001010110,0
20055,00100111001010111,0
20056,00100111001011000,0
20057,00100111001011001,0
20058,00100111001011010,0
20059,00100111001011011,0
20060,00100111001011100,0
20061,00100111001011101,0
20062,00100111001011110,0
20063,00100111001011111,1
20064,00100111001100000,0
20065,00100111001100001,0
20066,00100111001100010,0
20067,00100111001100011,0
20068,00100111001100100,0
20069,00100111001100101,0
20070,00100111001100110,0
20071,00100111001100111,1
20072,00100111001101000,0
20073,00100111001101001,0
20074,00100111001101010,0
20075,00100111001101011,0
20076,00100111001101100,0
20077,00100111001101101,0
20078,00100111001101110,0
20079,00100111001101111,0
20080,00100111001110000,0
20081,00100111001110001,0
20082,00100111001110010,0
20083,00100111001110011,0
20084,00100111001110100,0
20085,00100111001110101,0
20086,00100111001110110,0
20087,00100111001110111,0
20088,00100111001111000,0
20089,00100111001111001,1
20090,00100111001111010,0
20091,00100111001111011,0
20092,00100111001111100,0
20093,00100111001111101,0
20094,00100111001111110,0
20095,00100111001111111,0
20096,00100111010000000,0
20097,00100111010000001,0
20098,00100111010000010,0
20099,00100111010000011,0
20100,00100111010000100,0
20101,00100111010000101,1
20102,00100111010000110,0
20103,00100111010000111,0
20104,00100111010001000,0
20105,00100111010001001,0
20106,00100111010001010,0
20107,00100111010001011,1
20108,00100111010001100,0
20109,00100111010001101,0
20110,00100111010001110,0
20111,00100111010001111,0
20112,00100111010010000,0
20113,00100111010010001,1
20114,00100111010010010,0
20115,00100111010010011,0
20116,00100111010010100,0
20117,00100111010010101,1
20118,00100111010010110,0
20119,00100111010010111,0
20120,00100111010011000,0
20121,00100111010011001,0
20122,00100111010011010,0
20123,00100111010011011,1
20124,00100111010011100,0
20125,00100111010011101,0
20126,00100111010011110,0
20127,00100111010011111,0
20128,00100111010100000,0
20129,00100111010100001,1
20130,00100111010100010,0
20131,00100111010100011,0
20132,00100111010100100,0
20133,00100111010100101,0
20134,00100111010100110,0
20135,00100111010100111,0
20136,00100111010101000,0
20137,00100111010101001,0
20138,00100111010101010,0
20139,00100111010101011,0
20140,00100111010101100,0
20141,00100111010101101,0
20142,00100111010101110,0
20143,00100111010101111,1
20144,00100111010110000,0
20145,00100111010110001,0
20146,00100111010110010,0
20147,00100111010110011,1
20148,00100111010110100,0
20149,00100111010110101,1
20150,00100111010110110,0
20151,00100111010110111,0
20152,00100111010111000,0
20153,00100111010111001,0
20154,00100111010111010,0
20155,00100111010111011,0
20156,00100111010111100,0
20157,00100111010111101,0
20158,00100111010111110,0
20159,00100111010111111,0
20160,00100111011000000,0
20161,00100111011000001,1
20162,00100111011000010,0
20163,00100111011000011,0
20164,00100111011000100,0
20165,00100111011000101,0
20166,00100111011000110,0
20167,00100111011000111,0
20168,00100111011001000,0
20169,00100111011001001,0
20170,00100111011001010,0
20171,00100111011001011,0
20172,00100111011001100,0
20173,00100111011001101,1
20174,00100111011001110,0
20175,00100111011001111,0
20176,00100111011010000,0
20177,00100111011010001,1
20178,00100111011010010,0
20179,00100111011010011,0
20180,00100111011010100,0
20181,00100111011010101,0
20182,00100111011010110,0
20183,00100111011010111,1
20184,00100111011011000,0
20185,00100111011011001,0
20186,00100111011011010,0
20187,00100111011011011,0
20188,00100111011011100,0
20189,00100111011011101,0
20190,00100111011011110,0
20191,00100111011011111,0
20192,00100111011100000,0
20193,00100111011100001,0
20194,00100111011100010,0
20195,00100111011100011,0
20196,00100111011100100,0
20197,00100111011100101,0
20198,00100111011100110,0
20199,00100111011100111,0
20200,00100111011101000,0
20201,00100111011101001,1
20202,00100111011101010,0
20203,00100111011101011,0
20204,00100111011101100,0
20205,00100111011101101,0
20206,00100111011101110,0
20207,00100111011101111,0
20208,00100111011110000,0
20209,00100111011110001,0
20210,00100111011110010,0
20211,00100111011110011,0
20212,00100111011110100,0
20213,00100111011110101,0
20214,00100111011110110,0
20215,00100111011110111,0
20216,00100111011111000,0
20217,00100111011111001,0
20218,00100111011111010,0
20219,00100111011111011,1
20220,00100111011111100,0
20221,00100111011111101,0
20222,00100111011111110,0
20223,00100111011111111,0
20224,00100111100000000,0
20225,00100111100000001,0
20226,00100111100000010,0
20227,00100111100000011,0
20228,00100111100000100,0
20229,00100111100000101,0
20230,00100111100000110,0
20231,00100111100000111,1
20232,00100111100001000,0
20233,00100111100001001,1
20234,00100111100001010,0
20235,00100111100001011,0
20236,00100111100001100,0
20237,00100111100001101,0
20238,00100111100001110,0
20239,00100111100001111,0
20240,00100111100010000,0
20241,00100111100010001,0
